"model","exp_id","compute_tier","theta_id","facet_lab","n","gamma","gamma_lab","net_size","mu_star","sigma_star","mu_hat","sigma_hat","a_dstat","e_orbit","decode_time"
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00771428333058688,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00829548716733963,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00643972695279293,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00988180393479865,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00231422830592276,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00661420884294295,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00437372718332496,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00572459615689946,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00619761479246428,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0094427094064311,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00386915437488144,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0120297799347603,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00237881291146713,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00750344606543663,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00762351812174578,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00960615973359269,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00478267660573073,0,0.0199999999967986
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00654365216669628,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00530178271714743,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.0152053683621859,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,1.7,0.00826413372340618,0.360555127546399,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00707469299095975,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00737916713916353,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00452134907283741,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,1.7,0.00699633238091046,0.360555127546399,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00567847210590522,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00474335918287072,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00511785403400766,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0122402529868612,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00649496788158299,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0118340884852252,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00626816447900302,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00520721631545595,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00749198833776588,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00465857376593204,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00749336294143188,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00447223455078338,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00359898531494796,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00320755656633143,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00367204770414398,0.3,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0098498040841376,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00900504921290468,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.0058506779745765,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00419405984725241,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00461953327149744,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00427042928713262,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00633263251897109,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00341100823063023,0,0.0300000000024738
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00589253115706856,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00349271011506402,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00687663722196019,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00761324624201842,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00424555309345542,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00580237133072503,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00305133280868142,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00220856031157612,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00251429321207086,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00949378685470925,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00441596066681949,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00392535382067649,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00616918192096527,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.004377690473233,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00196183606945255,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00396441395464664,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0081522175166715,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00414439483352413,0.2,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00109199655577696,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00604743043529832,0.3,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00588983111489094,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00454454040489494,0.3,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00612887094156944,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00615273256734017,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00490159706203663,0.2,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00687888665977077,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00921039387976452,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,2.8,2,0.00799599980994559,0.2,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00385119597541406,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00992331562795001,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00311114325681772,0,0.0199999999967986
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00771093787566091,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00421646593785729,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00570275123172714,0,0.0100000000020373
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0136384802300188,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00347829334864513,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00752224484764696,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00562098675922362,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00809547758940843,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.0146471463013845,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00315543017114495,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00380942062765632,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00366349104830899,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00565223814218863,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,1.7,0.00667038953778232,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00751189794714147,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",100,0.4,"gamma=0.4",45,3,2,3,2,0.00490351337451211,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0041377300913451,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00123751518369009,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00153672719239006,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00316266461858306,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0038867071653701,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00187717589921399,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.000992993491236049,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00141436437224585,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0022658214200485,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00419589198980808,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,1.7,0.00368201672508728,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00168533436876239,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00107883337681958,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0026976694581512,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0033832371667798,0,0.0299999999988358
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0042212421917891,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00219205822813162,0,0.0100000000020373
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00141817539738431,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00129918510370786,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00217089679286908,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00298050375618752,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.002259477358032,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00223117200334932,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00246663804864333,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00295411660951139,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00242354911621001,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00205934413967634,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00590343551517614,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00311782335239186,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00299039811202295,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00304754445351796,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00209620911714148,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00308945449514453,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00235914659202541,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00618527859467932,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00526219616650303,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0021927156423911,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00416404954428784,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,1.7,0.00345459350027244,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,1.7,0.00212475282326097,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00395214189070714,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00374535174207447,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00388844617868644,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0018702228496249,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.000819932583394078,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00359590835684154,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00270395528123191,0,0.0100000000020373
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00427180392485627,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00259089799290269,0,0.0199999999967986
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00579693949031834,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00203450566191443,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00278049048372142,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00365440349736623,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00180525690789579,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00473338560721293,0,0.0100000000020373
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00311586312194889,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00260099564345984,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00947571469157282,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00292870401729328,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00228259728273783,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00201011450763555,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0042741633048109,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00270392583249701,0,0.00999999999839929
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00259325606393634,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.001696858285682,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00295992181337634,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00115647018034748,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00312022992759731,0,0.0200000000004366
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.0022458592949246,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00440509349478624,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00498729419166732,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00165973060604985,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00388335591162481,0,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,1.7,0.00380043088987958,0.3,1e-06
"folded_normal","L-DEC","laptop",15,"id=15 (mu*=3, sigma*=2)",300,0.4,"gamma=0.4",45,3,2,3,2,0.00273594153929957,0,0.00999999999839929
