"model","exp_id","theta_id","facet_lab","mu_star","sigma_star","n","eps","gamma","net_size","tau","tie_rule","p_success","p_se","time_eval_med","time_eval_mean"
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,400,0.1,0.05,1891,0.05,"uniform",0.446666666666667,0.040591916728626,0.130000000000109,0.127933333333337
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0,"uniform",0.04,0.016,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,1e-04,"uniform",0.04,0.016,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,5e-04,"uniform",0.12,0.0265329983228432,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0.001,"uniform",0.166666666666667,0.0304290309725092,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0.002,"uniform",0.426666666666667,0.0403833482368019,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0.005,"uniform",1,0,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0.01,"uniform",0.986666666666667,0.00936502555809132,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0.02,"uniform",0.806666666666667,0.0322444367868894,0.25,0.244933333333308
"folded_normal","L-FN3",4,"id=4 (mu*=2.25, sigma*=0.5)",2.25,0.5,800,0.1,0.05,1891,0.05,"uniform",0.4,0.04,0.25,0.244933333333308
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0,"uniform",0.0333333333333333,0.0146565621758588,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,1e-04,"uniform",0.0533333333333333,0.0183464599471558,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,5e-04,"uniform",0.146666666666667,0.0288854698831501,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0.001,"uniform",0.186666666666667,0.0318142758545303,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0.002,"uniform",0.28,0.0366606055596467,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0.005,"uniform",0.633333333333333,0.0393465137991684,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0.01,"uniform",0.806666666666667,0.0322444367868894,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0.02,"uniform",0.9,0.0244948974278318,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,100,0.1,0.05,1891,0.05,"uniform",0.613333333333333,0.0397622564379467,0.0599999999994907,0.0583333333333333
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0,"uniform",0.0266666666666667,0.01315435429951,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,1e-04,"uniform",0.0266666666666667,0.01315435429951,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,5e-04,"uniform",0.1,0.0244948974278318,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0.001,"uniform",0.233333333333333,0.0345339339287112,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0.002,"uniform",0.373333333333333,0.0394930842515966,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0.005,"uniform",0.68,0.0380876182855619,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0.01,"uniform",0.886666666666667,0.0258829273059661,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0.02,"uniform",0.86,0.0283313724811677,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,200,0.1,0.05,1891,0.05,"uniform",0.526666666666667,0.0407667257199536,0.0800000000017462,0.0863333333333139
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0,"uniform",0.0333333333333333,0.0146565621758588,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,1e-04,"uniform",0.0933333333333333,0.0237518030504665,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,5e-04,"uniform",0.1,0.0244948974278318,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0.001,"uniform",0.18,0.0313687742827162,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0.002,"uniform",0.353333333333333,0.03902895411434,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0.005,"uniform",0.693333333333333,0.0376494552614175,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0.01,"uniform",0.926666666666667,0.0212846667119088,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0.02,"uniform",0.946666666666667,0.0183464599471558,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,400,0.1,0.05,1891,0.05,"uniform",0.573333333333333,0.0403833482368019,0.139999999999418,0.135333333333328
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0,"uniform",0.0333333333333333,0.0146565621758588,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,1e-04,"uniform",0.0533333333333333,0.0183464599471558,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,5e-04,"uniform",0.08,0.0221509969677815,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0.001,"uniform",0.146666666666667,0.0288854698831501,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0.002,"uniform",0.24,0.0348711915483254,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0.005,"uniform",0.66,0.0386781592116274,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0.01,"uniform",0.966666666666667,0.0146565621758588,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0.02,"uniform",0.96,0.016,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",5,"id=5 (mu*=3, sigma*=0.5)",3,0.5,800,0.1,0.05,1891,0.05,"uniform",0.573333333333333,0.0403833482368019,0.239999999999782,0.239866666666664
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0,"uniform",0.0133333333333333,0.00936502555809132,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,1e-04,"uniform",0.0666666666666667,0.0203670030886926,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,5e-04,"uniform",0.1,0.0244948974278318,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0.001,"uniform",0.1,0.0244948974278318,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0.002,"uniform",0.0933333333333333,0.0237518030504665,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0.005,"uniform",0.0866666666666667,0.022971802360801,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0.01,"uniform",0.08,0.0221509969677815,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0.02,"uniform",0.0333333333333333,0.0146565621758588,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,100,0.1,0.05,1891,0.05,"uniform",0.04,0.016,0.0599999999994907,0.0553999999999966
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0,"uniform",0,0,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,1e-04,"uniform",0.113333333333333,0.0258829273059661,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,5e-04,"uniform",0.12,0.0265329983228432,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0.001,"uniform",0.126666666666667,0.027156610272298,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0.002,"uniform",0.153333333333333,0.0294190666317183,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0.005,"uniform",0.133333333333333,0.0277555466595484,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0.01,"uniform",0.0866666666666667,0.022971802360801,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0.02,"uniform",0.04,0.016,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,200,0.1,0.05,1891,0.05,"uniform",0.04,0.016,0.0850000000000364,0.0874666666666841
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0,"uniform",0,0,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,1e-04,"uniform",0.206666666666667,0.0330611106443361,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,5e-04,"uniform",0.186666666666667,0.0318142758545303,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0.001,"uniform",0.166666666666667,0.0304290309725092,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0.002,"uniform",0.146666666666667,0.0288854698831501,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0.005,"uniform",0.133333333333333,0.0277555466595484,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0.01,"uniform",0.12,0.0265329983228432,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0.02,"uniform",0.0933333333333333,0.0237518030504665,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,400,0.1,0.05,1891,0.05,"uniform",0.0533333333333333,0.0183464599471558,0.139999999999418,0.136800000000027
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0,"uniform",0,0,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,1e-04,"uniform",0.233333333333333,0.0345339339287112,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,5e-04,"uniform",0.206666666666667,0.0330611106443361,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0.001,"uniform",0.206666666666667,0.0330611106443361,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0.002,"uniform",0.18,0.0313687742827162,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0.005,"uniform",0.133333333333333,0.0277555466595484,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0.01,"uniform",0.08,0.0221509969677815,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0.02,"uniform",0.0533333333333333,0.0183464599471558,0.25,0.248866666666666
"folded_normal","L-FN3",6,"id=6 (mu*=0.3, sigma*=1.25)",0.3,1.25,800,0.1,0.05,1891,0.05,"uniform",0.06,0.0193907194296653,0.25,0.248866666666666
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0,"uniform",0,0,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,1e-04,"uniform",0.0533333333333333,0.0183464599471558,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,5e-04,"uniform",0.0733333333333333,0.0212846667119088,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0.001,"uniform",0.0533333333333333,0.0183464599471558,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0.002,"uniform",0.0666666666666667,0.0203670030886926,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0.005,"uniform",0.1,0.0244948974278318,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0.01,"uniform",0.0133333333333333,0.00936502555809132,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0.02,"uniform",0.0266666666666667,0.01315435429951,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,100,0.1,0.05,1891,0.05,"uniform",0.0466666666666667,0.0172218637955534,0.0500000000010914,0.0548000000000078
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0,"uniform",0,0,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,1e-04,"uniform",0.0466666666666667,0.0172218637955534,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,5e-04,"uniform",0.06,0.0193907194296653,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0.001,"uniform",0.0533333333333333,0.0183464599471558,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0.002,"uniform",0.0866666666666667,0.022971802360801,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0.005,"uniform",0.06,0.0193907194296653,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0.01,"uniform",0.106666666666667,0.0252043500066806,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0.02,"uniform",0.0533333333333333,0.0183464599471558,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,200,0.1,0.05,1891,0.05,"uniform",0.02,0.0114309521329882,0.0799999999999272,0.0839333333333222
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0,"uniform",0.00666666666666667,0.0066444072834338,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,1e-04,"uniform",0.113333333333333,0.0258829273059661,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,5e-04,"uniform",0.126666666666667,0.027156610272298,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0.001,"uniform",0.106666666666667,0.0252043500066806,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0.002,"uniform",0.113333333333333,0.0258829273059661,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0.005,"uniform",0.1,0.0244948974278318,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0.01,"uniform",0.04,0.016,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0.02,"uniform",0.06,0.0193907194296653,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,400,0.1,0.05,1891,0.05,"uniform",0.0266666666666667,0.01315435429951,0.130000000001019,0.133266666666689
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0,"uniform",0.0133333333333333,0.00936502555809132,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,1e-04,"uniform",0.16,0.0299332590941915,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,5e-04,"uniform",0.3,0.0374165738677394,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0.001,"uniform",0.213333333333333,0.0334486892839587,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0.002,"uniform",0.186666666666667,0.0318142758545303,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0.005,"uniform",0.1,0.0244948974278318,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0.01,"uniform",0.06,0.0193907194296653,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0.02,"uniform",0.06,0.0193907194296653,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",7,"id=7 (mu*=0.75, sigma*=1.25)",0.75,1.25,800,0.1,0.05,1891,0.05,"uniform",0.0266666666666667,0.01315435429951,0.240000000000691,0.238533333333374
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0,"uniform",0.00666666666666667,0.0066444072834338,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,1e-04,"uniform",0.0466666666666667,0.0172218637955534,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,5e-04,"uniform",0.14,0.0283313724811677,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0.001,"uniform",0.173333333333333,0.0309072687123799,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0.002,"uniform",0.186666666666667,0.0318142758545303,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0.005,"uniform",0.113333333333333,0.0258829273059661,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0.01,"uniform",0.113333333333333,0.0258829273059661,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0.02,"uniform",0.113333333333333,0.0258829273059661,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,100,0.1,0.05,1891,0.05,"uniform",0.0266666666666667,0.01315435429951,0.0599999999994907,0.0576666666666521
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0,"uniform",0.00666666666666667,0.0066444072834338,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,1e-04,"uniform",0.106666666666667,0.0252043500066806,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,5e-04,"uniform",0.286666666666667,0.0369223409233388,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0.001,"uniform",0.306666666666667,0.0376494552614175,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0.002,"uniform",0.273333333333333,0.0363888464800431,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0.005,"uniform",0.22,0.0338230690505755,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0.01,"uniform",0.213333333333333,0.0334486892839587,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0.02,"uniform",0.0466666666666667,0.0172218637955534,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,200,0.1,0.05,1891,0.05,"uniform",0.0266666666666667,0.01315435429951,0.0799999999999272,0.0833333333333333
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,400,0.1,0.05,1891,0,"uniform",0.0133333333333333,0.00936502555809132,0.140000000001237,0.140666666666693
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,400,0.1,0.05,1891,1e-04,"uniform",0.113333333333333,0.0258829273059661,0.140000000001237,0.140666666666693
"folded_normal","L-FN3",8,"id=8 (mu*=1.5, sigma*=1.25)",1.5,1.25,400,0.1,0.05,1891,5e-04,"uniform",0.366666666666667,0.0393465137991684,0.140000000001237,0.140666666666693
