"model","exp_id","theta_id","facet_lab","mu_star","sigma_star","n","gamma","gamma_lab","net_size","n_times_net","time_med","time_mean","time_q90","throughput_med"
"folded_normal","L-FN2",14,"id=14 (mu*=2.25, sigma*=2)",2.25,2,800,0.05,"gamma=0.05",1891,1512800,0.1200000000008,0.125133333333336,0.1399999999996,12606666.6665826
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,50,0.1,"gamma=0.1",496,24800,0,0.00559999999998884,0.0200000000004366,Inf
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,100,0.1,"gamma=0.1",496,49600,0,0.00720000000001164,0.0200000000004366,Inf
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,200,0.1,"gamma=0.1",496,99200,0.0100000000002183,0.0123999999999918,0.0299999999988358,9919999.99978347
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,400,0.1,"gamma=0.1",496,198400,0.0200000000004366,0.0179333333333367,0.0300000000006548,9919999.99978347
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,800,0.1,"gamma=0.1",496,396800,0.0300000000006548,0.0321333333333314,0.041000000000713,13226666.666378
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,50,0.05,"gamma=0.05",1891,94550,0.0200000000004366,0.0213999999999942,0.0300000000006548,4727499.99989681
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,100,0.05,"gamma=0.05",1891,189100,0.0299999999988358,0.0281999999999971,0.0400000000008731,6303333.33357793
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,200,0.05,"gamma=0.05",1891,378200,0.0400000000008731,0.0425333333333401,0.0510000000009313,9454999.99979362
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,400,0.05,"gamma=0.05",1891,756400,0.069999999999709,0.0701333333333362,0.0800000000017462,10805714.2857592
"folded_normal","L-FN2",15,"id=15 (mu*=3, sigma*=2)",3,2,800,0.05,"gamma=0.05",1891,1512800,0.1200000000008,0.124799999999996,0.139999999999418,12606666.6665826
